geometry
"POLYGON ((-735854.4582608695 -1048003.7012500016, -734378.3195652175 -1048003.7012500016, -734378.3195652175 -1049545.9725000015, -735854.4582608695 -1049545.9725000015, -735854.4582608695 -1048003.7012500016))"
"POLYGON ((-734378.3195652175 -1048003.7012500016, -732902.1808695653 -1048003.7012500016, -732902.1808695653 -1049545.9725000015, -734378.3195652175 -1049545.9725000015, -734378.3195652175 -1048003.7012500016))"
"POLYGON ((-732902.1808695653 -1048003.7012500016, -731426.0421739133 -1048003.7012500016, -731426.0421739133 -1049545.9725000015, -732902.1808695653 -1049545.9725000015, -732902.1808695653 -1048003.7012500016))"
"POLYGON ((-731426.0421739133 -1048003.7012500016, -729949.9034782612 -1048003.7012500016, -729949.9034782612 -1049545.9725000015, -731426.0421739133 -1049545.9725000015, -731426.0421739133 -1048003.7012500016))"
"POLYGON ((-729949.9034782612 -1048003.7012500016, -728473.7647826092 -1048003.7012500016, -728473.7647826092 -1049545.9725000015, -729949.9034782612 -1049545.9725000015, -729949.9034782612 -1048003.7012500016))"
"POLYGON ((-728473.7647826092 -1048003.7012500016, -726997.626086957 -1048003.7012500016, -726997.626086957 -1049545.9725000015, -728473.7647826092 -1049545.9725000015, -728473.7647826092 -1048003.7012500016))"
"POLYGON ((-726997.626086957 -1048003.7012500016, -725521.487391305 -1048003.7012500016, -725521.487391305 -1049545.9725000015, -726997.626086957 -1049545.9725000015, -726997.626086957 -1048003.7012500016))"
"POLYGON ((-755044.2613043465 -1046461.4300000016, -753568.1226086944 -1046461.4300000016, -753568.1226086944 -1048003.7012500016, -755044.2613043465 -1048003.7012500016, -755044.2613043465 -1046461.4300000016))"
"POLYGON ((-753568.1226086944 -1046461.4300000016, -752091.9839130423 -1046461.4300000016, -752091.9839130423 -1048003.7012500016, -753568.1226086944 -1048003.7012500016, -753568.1226086944 -1046461.4300000016))"
"POLYGON ((-752091.9839130423 -1046461.4300000016, -750615.8452173902 -1046461.4300000016, -750615.8452173902 -1048003.7012500016, -752091.9839130423 -1048003.7012500016, -752091.9839130423 -1046461.4300000016))"
"POLYGON ((-750615.8452173902 -1046461.4300000016, -749139.7065217382 -1046461.4300000016, -749139.7065217382 -1048003.7012500016, -750615.8452173902 -1048003.7012500016, -750615.8452173902 -1046461.4300000016))"
"POLYGON ((-749139.7065217382 -1046461.4300000016, -747663.5678260861 -1046461.4300000016, -747663.5678260861 -1048003.7012500016, -749139.7065217382 -1048003.7012500016, -749139.7065217382 -1046461.4300000016))"
"POLYGON ((-747663.5678260861 -1046461.4300000016, -746187.4291304341 -1046461.4300000016, -746187.4291304341 -1048003.7012500016, -747663.5678260861 -1048003.7012500016, -747663.5678260861 -1046461.4300000016))"
"POLYGON ((-746187.4291304341 -1046461.4300000016, -744711.2904347819 -1046461.4300000016, -744711.2904347819 -1048003.7012500016, -746187.4291304341 -1048003.7012500016, -746187.4291304341 -1046461.4300000016))"
"POLYGON ((-744711.2904347819 -1046461.4300000016, -743235.1517391299 -1046461.4300000016, -743235.1517391299 -1048003.7012500016, -744711.2904347819 -1048003.7012500016, -744711.2904347819 -1046461.4300000016))"
"POLYGON ((-743235.1517391299 -1046461.4300000016, -741759.0130434778 -1046461.4300000016, -741759.0130434778 -1048003.7012500016, -743235.1517391299 -1048003.7012500016, -743235.1517391299 -1046461.4300000016))"
"POLYGON ((-741759.0130434778 -1046461.4300000016, -740282.8743478258 -1046461.4300000016, -740282.8743478258 -1048003.7012500016, -741759.0130434778 -1048003.7012500016, -741759.0130434778 -1046461.4300000016))"
"POLYGON ((-740282.8743478258 -1046461.4300000016, -738806.7356521736 -1046461.4300000016, -738806.7356521736 -1048003.7012500016, -740282.8743478258 -1048003.7012500016, -740282.8743478258 -1046461.4300000016))"
"POLYGON ((-738806.7356521736 -1046461.4300000016, -737330.5969565216 -1046461.4300000016, -737330.5969565216 -1048003.7012500016, -738806.7356521736 -1048003.7012500016, -738806.7356521736 -1046461.4300000016))"
"POLYGON ((-737330.5969565216 -1046461.4300000016, -735854.4582608695 -1046461.4300000016, -735854.4582608695 -1048003.7012500016, -737330.5969565216 -1048003.7012500016, -737330.5969565216 -1046461.4300000016))"
