geometry
"POLYGON ((-731552.0773911763 -1051889.580344, -730552.9629588232 -1051889.580344, -730552.9629588232 -1052876.777052, -731552.0773911763 -1052876.777052, -731552.0773911763 -1051889.580344))"
"POLYGON ((-730552.9629588232 -1051889.580344, -729553.8485264702 -1051889.580344, -729553.8485264702 -1052876.777052, -730552.9629588232 -1052876.777052, -730552.9629588232 -1051889.580344))"
"POLYGON ((-729553.8485264702 -1051889.580344, -728554.7340941173 -1051889.580344, -728554.7340941173 -1052876.777052, -729553.8485264702 -1052876.777052, -729553.8485264702 -1051889.580344))"
"POLYGON ((-728554.7340941173 -1051889.580344, -727555.6196617642 -1051889.580344, -727555.6196617642 -1052876.777052, -728554.7340941173 -1052876.777052, -728554.7340941173 -1051889.580344))"
"POLYGON ((-727555.6196617642 -1051889.580344, -726556.5052294113 -1051889.580344, -726556.5052294113 -1052876.777052, -727555.6196617642 -1052876.777052, -727555.6196617642 -1051889.580344))"
"POLYGON ((-726556.5052294113 -1051889.580344, -725557.3907970584 -1051889.580344, -725557.3907970584 -1052876.777052, -726556.5052294113 -1052876.777052, -726556.5052294113 -1051889.580344))"
"POLYGON ((-753532.5949029417 -1050902.3836359999, -752533.4804705888 -1050902.3836359999, -752533.4804705888 -1051889.580344, -753532.5949029417 -1051889.580344, -753532.5949029417 -1050902.3836359999))"
"POLYGON ((-752533.4804705888 -1050902.3836359999, -751534.3660382358 -1050902.3836359999, -751534.3660382358 -1051889.580344, -752533.4804705888 -1051889.580344, -752533.4804705888 -1050902.3836359999))"
"POLYGON ((-751534.3660382358 -1050902.3836359999, -750535.2516058828 -1050902.3836359999, -750535.2516058828 -1051889.580344, -751534.3660382358 -1051889.580344, -751534.3660382358 -1050902.3836359999))"
"POLYGON ((-750535.2516058828 -1050902.3836359999, -749536.1371735298 -1050902.3836359999, -749536.1371735298 -1051889.580344, -750535.2516058828 -1051889.580344, -750535.2516058828 -1050902.3836359999))"
"POLYGON ((-749536.1371735298 -1050902.3836359999, -748537.0227411769 -1050902.3836359999, -748537.0227411769 -1051889.580344, -749536.1371735298 -1051889.580344, -749536.1371735298 -1050902.3836359999))"
"POLYGON ((-748537.0227411769 -1050902.3836359999, -747537.9083088238 -1050902.3836359999, -747537.9083088238 -1051889.580344, -748537.0227411769 -1051889.580344, -748537.0227411769 -1050902.3836359999))"
"POLYGON ((-747537.9083088238 -1050902.3836359999, -746538.7938764709 -1050902.3836359999, -746538.7938764709 -1051889.580344, -747537.9083088238 -1051889.580344, -747537.9083088238 -1050902.3836359999))"
"POLYGON ((-746538.7938764709 -1050902.3836359999, -745539.6794441179 -1050902.3836359999, -745539.6794441179 -1051889.580344, -746538.7938764709 -1051889.580344, -746538.7938764709 -1050902.3836359999))"
"POLYGON ((-745539.6794441179 -1050902.3836359999, -744540.5650117649 -1050902.3836359999, -744540.5650117649 -1051889.580344, -745539.6794441179 -1051889.580344, -745539.6794441179 -1050902.3836359999))"
"POLYGON ((-744540.5650117649 -1050902.3836359999, -743541.4505794119 -1050902.3836359999, -743541.4505794119 -1051889.580344, -744540.5650117649 -1051889.580344, -744540.5650117649 -1050902.3836359999))"
"POLYGON ((-743541.4505794119 -1050902.3836359999, -742542.336147059 -1050902.3836359999, -742542.336147059 -1051889.580344, -743541.4505794119 -1051889.580344, -743541.4505794119 -1050902.3836359999))"
"POLYGON ((-742542.336147059 -1050902.3836359999, -741543.221714706 -1050902.3836359999, -741543.221714706 -1051889.580344, -742542.336147059 -1051889.580344, -742542.336147059 -1050902.3836359999))"
"POLYGON ((-741543.221714706 -1050902.3836359999, -740544.107282353 -1050902.3836359999, -740544.107282353 -1051889.580344, -741543.221714706 -1051889.580344, -741543.221714706 -1050902.3836359999))"
"POLYGON ((-740544.107282353 -1050902.3836359999, -739544.99285 -1050902.3836359999, -739544.99285 -1051889.580344, -740544.107282353 -1051889.580344, -740544.107282353 -1050902.3836359999))"
"POLYGON ((-739544.99285 -1050902.3836359999, -738545.8784176471 -1050902.3836359999, -738545.8784176471 -1051889.580344, -739544.99285 -1051889.580344, -739544.99285 -1050902.3836359999))"
"POLYGON ((-738545.8784176471 -1050902.3836359999, -737546.763985294 -1050902.3836359999, -737546.763985294 -1051889.580344, -738545.8784176471 -1051889.580344, -738545.8784176471 -1050902.3836359999))"
"POLYGON ((-737546.763985294 -1050902.3836359999, -736547.6495529411 -1050902.3836359999, -736547.6495529411 -1051889.580344, -737546.763985294 -1051889.580344, -737546.763985294 -1050902.3836359999))"
"POLYGON ((-736547.6495529411 -1050902.3836359999, -735548.5351205881 -1050902.3836359999, -735548.5351205881 -1051889.580344, -736547.6495529411 -1051889.580344, -736547.6495529411 -1050902.3836359999))"
"POLYGON ((-735548.5351205881 -1050902.3836359999, -734549.4206882352 -1050902.3836359999, -734549.4206882352 -1051889.580344, -735548.5351205881 -1051889.580344, -735548.5351205881 -1050902.3836359999))"
"POLYGON ((-734549.4206882352 -1050902.3836359999, -733550.3062558821 -1050902.3836359999, -733550.3062558821 -1051889.580344, -734549.4206882352 -1051889.580344, -734549.4206882352 -1050902.3836359999))"
"POLYGON ((-733550.3062558821 -1050902.3836359999, -732551.1918235292 -1050902.3836359999, -732551.1918235292 -1051889.580344, -733550.3062558821 -1051889.580344, -733550.3062558821 -1050902.3836359999))"
"POLYGON ((-732551.1918235292 -1050902.3836359999, -731552.0773911763 -1050902.3836359999, -731552.0773911763 -1051889.580344, -732551.1918235292 -1051889.580344, -732551.1918235292 -1050902.3836359999))"
"POLYGON ((-731552.0773911763 -1050902.3836359999, -730552.9629588232 -1050902.3836359999, -730552.9629588232 -1051889.580344, -731552.0773911763 -1051889.580344, -731552.0773911763 -1050902.3836359999))"
"POLYGON ((-730552.9629588232 -1050902.3836359999, -729553.8485264702 -1050902.3836359999, -729553.8485264702 -1051889.580344, -730552.9629588232 -1051889.580344, -730552.9629588232 -1050902.3836359999))"
"POLYGON ((-729553.8485264702 -1050902.3836359999, -728554.7340941173 -1050902.3836359999, -728554.7340941173 -1051889.580344, -729553.8485264702 -1051889.580344, -729553.8485264702 -1050902.3836359999))"
"POLYGON ((-728554.7340941173 -1050902.3836359999, -727555.6196617642 -1050902.3836359999, -727555.6196617642 -1051889.580344, -728554.7340941173 -1051889.580344, -728554.7340941173 -1050902.3836359999))"
"POLYGON ((-727555.6196617642 -1050902.3836359999, -726556.5052294113 -1050902.3836359999, -726556.5052294113 -1051889.580344, -727555.6196617642 -1051889.580344, -727555.6196617642 -1050902.3836359999))"
"POLYGON ((-753532.5949029417 -1049915.1869279998, -752533.4804705888 -1049915.1869279998, -752533.4804705888 -1050902.3836359999, -753532.5949029417 -1050902.3836359999, -753532.5949029417 -1049915.1869279998))"
"POLYGON ((-752533.4804705888 -1049915.1869279998, -751534.3660382358 -1049915.1869279998, -751534.3660382358 -1050902.3836359999, -752533.4804705888 -1050902.3836359999, -752533.4804705888 -1049915.1869279998))"
"POLYGON ((-751534.3660382358 -1049915.1869279998, -750535.2516058828 -1049915.1869279998, -750535.2516058828 -1050902.3836359999, -751534.3660382358 -1050902.3836359999, -751534.3660382358 -1049915.1869279998))"
"POLYGON ((-750535.2516058828 -1049915.1869279998, -749536.1371735298 -1049915.1869279998, -749536.1371735298 -1050902.3836359999, -750535.2516058828 -1050902.3836359999, -750535.2516058828 -1049915.1869279998))"
"POLYGON ((-749536.1371735298 -1049915.1869279998, -748537.0227411769 -1049915.1869279998, -748537.0227411769 -1050902.3836359999, -749536.1371735298 -1050902.3836359999, -749536.1371735298 -1049915.1869279998))"
"POLYGON ((-748537.0227411769 -1049915.1869279998, -747537.9083088238 -1049915.1869279998, -747537.9083088238 -1050902.3836359999, -748537.0227411769 -1050902.3836359999, -748537.0227411769 -1049915.1869279998))"
"POLYGON ((-747537.9083088238 -1049915.1869279998, -746538.7938764709 -1049915.1869279998, -746538.7938764709 -1050902.3836359999, -747537.9083088238 -1050902.3836359999, -747537.9083088238 -1049915.1869279998))"
"POLYGON ((-746538.7938764709 -1049915.1869279998, -745539.6794441179 -1049915.1869279998, -745539.6794441179 -1050902.3836359999, -746538.7938764709 -1050902.3836359999, -746538.7938764709 -1049915.1869279998))"
